,symbol,HotScore,MomentumScore,VolumeScore,VolatilityScore,TrendScore,VolumeSpike,marketCap,regularMarketPrice
40926,NVO,0.9385964912280702,0.9780701754385964,0.9956140350877192,0.9473684210526316,0.5833333333333334,3.984049062910256,229327978496.0,51.61
40927,NVO,0.9390350877192982,0.9780701754385964,0.9956140350877192,0.9473684210526316,0.5877192982456141,3.984049062910256,229327978496.0,51.61
40928,NVO,0.94468085106383,0.9787234042553192,0.9929078014184396,0.9361702127659576,0.6737588652482269,3.0623497296996165,231127580672.0,52.015
40929,NVO,0.9448412698412698,0.984126984126984,0.992063492063492,0.9365079365079364,0.6587301587301587,2.811652091853285,231683014656.0,52.14
40930,NVO,0.9453389830508474,0.9830508474576272,0.9915254237288136,0.9491525423728814,0.6440677966101694,2.673334131281613,231222673408.0,52.0364
40931,NVO,0.9466666666666664,0.9714285714285714,0.9904761904761904,0.9809523809523808,0.638095238095238,2.515299003539103,230772113408.0,51.935
40932,NVO,0.947709923664122,0.9847328244274808,0.9923664122137404,0.9541984732824428,0.648854961832061,2.918282557898594,231591051264.0,52.1193
40933,NVO,0.9522988505747128,0.9770114942528736,0.9885057471264368,1.0,0.6436781609195402,2.204396596965088,232062058496.0,52.2253
40934,NVR,0.7773474178403755,0.7769953051643192,0.5868544600938967,1.0,1.0,0.8311449852762861,17179467776.0,6414.67
40935,NVR,0.7938242280285036,0.8076009501187649,0.6033254156769596,1.0,1.0,0.5812400995700384,18236336128.0,6755.97
40936,NVR,0.7940298507462685,0.8699360341151386,0.5415778251599147,1.0,1.0,0.7102285584973976,18358208512.0,6801.12
40937,NVR,0.8052259887005649,0.751412429378531,0.692090395480226,1.0,1.0,0.6363762341936602,17186056192.0,6417.13
40938,NVR,0.8498708010335917,0.7571059431524548,0.813953488372093,1.0,1.0,0.914413900612144,17324974080.0,6418.34
40939,NVS,0.9602272727272728,0.9727272727272728,0.9590909090909092,0.9545454545454546,0.9318181818181818,1.7507335484066269,306905776128.0,161.4686
40940,NVS,0.9632686084142394,0.9741100323624596,0.970873786407767,0.9385113268608414,0.948220064724919,2.3425044002093074,306490277888.0,161.25
40941,NVST,0.612111801242236,0.7267080745341615,0.6708074534161491,0.3229813664596273,0.5838509316770186,0.5617588394405618,4080592384.0,24.555
40942,NVST,0.6614130434782609,0.8586956521739131,0.6086956521739131,0.4673913043478261,0.5434782608695652,0.2715136298386505,3614452480.0,21.75
40943,NVST,0.6630841121495327,0.8037383177570093,0.719626168224299,0.3364485981308411,0.6261682242990654,0.8068190190639765,4079761408.0,24.55
40944,NVST,0.6978070175438597,0.7763157894736842,0.7324561403508771,0.5307017543859649,0.6359649122807017,0.5638412580745544,3471536128.0,20.89
40945,NVST,0.7210526315789474,0.8458646616541353,0.7255639097744361,0.5375939849624061,0.6353383458646616,0.6275898532655986,3496463616.0,21.04
